Position	Strand	DS_Coverage_WT1	DS_Coverage_WT2	DS_Coverage_WT3	mC_Coverage_WT1	mC_Coverage_WT2	mC_Coverage_WT3	Mg_Coverage_WT1	Mg_Coverage_WT2	Mg_Coverage_WT3	Tm_Coverage_WT1	Tm_Coverage_WT2	Tm_Coverage_WT3	DS_MethylPercent_WT1	DS_MethylPercent_WT2	DS_MethylPercent_WT3	mC_MethylPercent_WT1	mC_MethylPercent_WT2	mC_MethylPercent_WT3	Mg_MethylPercent_WT1	Mg_MethylPercent_WT2	Mg_MethylPercent_WT3	Tm_MethylPercent_WT1	Tm_MethylPercent_WT2	Tm_MethylPercent_WT3
20831	Plus	51	72	61	26	45	36	47	70	58	51	72	61	0.569	0.722	0.656	0.423076923	0.8	0.694444444	0.8936	0.9857	0.9138	1	1	1
20832	Minus	59	58	67	43	47	55	52	54	58	59	58	67	0.847	0.879	0.896	0.930232558	0.936170213	0.945454545	0.8269	0.9259	0.9483	1	0.9655	1
20879	Plus	52	72	63	39	56	49	46	68	58	52	72	63	0.846	0.917	0.952	0.717948718	0.660714286	0.734693878	0.9783	0.9412	0.9828	0.8824	0.92	1
20880	Minus	58	57	66	42	40	54	56	56	62	58	57	66	0.672	0.561	0.652	0.928571429	0.925	0.907407407	0.9107	0.9464	0.9516	0.9722	0.9655	1
20909	Plus	52	72	63	44	55	51	49	71	57	52	72	63	0.885	0.903	0.889	0.772727273	0.818181818	0.725490196	0.9796	0.9859	1	0.9524	1	0.913
20910	Minus	58	56	65	44	46	53	58	56	62	58	56	65	0.862	0.911	0.923	0.659090909	0.652173913	0.679245283	0.931	0.9821	0.9194	0.9688	1	1
21735	Plus	50	72	65	30	38	48	48	72	62	50	72	65	0.66	0.653	0.723	0.966666667	0.921052632	0.9375	1	0.9583	0.9677	1	1	1
21736	Minus	71	61	66	59	50	53	68	62	61	71	61	66	0.845	0.754	0.818	0.966101695	0.92	0.924528302	1	0.9516	0.918	1	0.9756	1
22449	Plus	55	72	65	33	45	39	54	70	63	55	72	65	0.927	0.944	0.969	0.939393939	0.933333333	0.897435897	0.963	0.9857	0.9524	0.9762	0.98	1
22450	Minus	70	60	69	45	47	47	66	57	64	70	60	69	0.943	0.95	0.942	0.844444444	0.957446809	0.893617021	0.9545	0.9123	0.9531	1	1	1
22497	Plus	55	72	66	38	47	47	53	69	62	55	72	66	0.655	0.667	0.667	0.552631579	0.659574468	0.595744681	0.9434	0.971	0.9355	1	1	1
22498	Minus	69	60	69	52	47	47	65	53	64	69	60	69	0.855	0.9	0.855	0.865384615	0.893617021	0.914893617	0.9077	0.9623	0.9375	0.9667	1	1
22694	Plus	53	71	68	35	50	55	51	73	66	53	71	68	0.943	0.93	0.941	0.942857143	0.96	0.963636364	0.9608	0.9726	0.9848	1	1	1
22695	Minus	68	62	70	50	41	56	66	58	66	68	62	70	0.941	0.919	0.986	0.94	0.926829268	0.928571429	0.9394	0.9483	1	1	1	1
23043	Plus	57	72	65	36	54	45	54	74	61	57	72	65	0.386	0.417	0.369	0.972222222	0.87037037	0.844444444	0.9815	0.973	0.9836	1	1	1
23044	Minus	69	59	68	46	43	46	64	59	67	69	59	68	0.971	1	1	0.847826087	0.744186047	0.782608696	0.9688	0.9661	0.9851	1	1	0.9412
23186	Plus	55	75	65	43	60	55	53	72	63	55	75	65	0.8	0.827	0.877	0.953488372	0.95	0.872727273	0.9623	0.9722	0.9841	0.963	0.8974	1
23187	Minus	70	60	70	45	48	51	66	57	65	70	60	70	0.771	0.817	0.857	0.622222222	0.854166667	0.823529412	0.9394	0.9649	0.8923	1	1	1
23217	Plus	56	75	66	39	62	52	51	68	61	56	75	66	0.857	0.64	0.727	0.948717949	0.919354839	0.884615385	0.9608	0.9706	0.9836	1	1	0.9804
23218	Minus	70	60	66	51	44	46	65	58	62	70	60	66	0.871	0.85	0.909	0.823529412	0.954545455	0.913043478	0.9538	0.9828	0.9839	1	0.9643	1
23352	Plus	56	74	66	35	47	45	52	70	61	56	74	66	0.964	0.986	0.97	1	0.936170213	0.844444444	0.9808	0.9429	0.9836	1	1	1
23353	Minus	69	63	64	54	53	43	66	59	64	69	63	64	0.957	0.921	0.875	0.888888889	0.735849057	0.930232558	0.9697	0.9831	0.9531	0.9643	1	0.9545
23423	Plus	56	78	66	42	58	52	55	72	64	56	78	66	0.714	0.731	0.727	0.833333333	0.862068966	0.769230769	0.9455	0.9722	0.9688	0.8462	0.8095	0.96
23424	Minus	70	65	66	43	45	37	65	58	62	70	65	66	0.9	0.923	0.97	0.930232558	0.933333333	0.891891892	0.9692	0.9655	1	1	0.9804	1
23627	Plus	56	78	67	31	52	45	54	76	59	56	78	67	0.911	0.962	0.94	0.935483871	0.980769231	0.933333333	0.9815	0.9605	0.9831	1	1	1
23628	Minus	72	63	63	46	46	44	70	59	62	72	63	63	0.986	0.952	0.984	0.97826087	0.956521739	1	1	1	0.9677	1	1	1
23667	Plus	56	79	64	43	65	55	55	74	63	56	79	64	0.875	0.911	0.922	0.88372093	0.815384615	0.854545455	0.9636	0.9865	0.9841	0.7778	0.6316	0.6471
23668	Minus	73	62	61	42	32	28	69	57	60	73	62	61	1	0.984	0.967	0.904761905	0.96875	0.964285714	0.9565	1	0.9667	1	1	1
23702	Plus	56	78	66	39	63	54	54	75	60	56	78	66	0.571	0.615	0.621	0.974358974	0.968253968	0.925925926	0.9815	0.9733	0.9667	1	1	1
23703	Minus	74	61	61	56	49	47	65	59	60	74	61	61	0.338	0.393	0.41	0.589285714	0.510204082	0.553191489	0.9846	0.9322	0.9833	0.8571	0.6667	1
23720	Plus	56	78	66	45	64	54	52	77	64	56	78	66	0.786	0.885	0.97	0.666666667	0.765625	0.555555556	0.9808	0.987	0.9844	0.92	0.9259	0.92
23721	Minus	74	60	62	51	48	38	68	59	61	74	60	62	0.689	0.717	0.581	0.862745098	0.916666667	0.789473684	0.9706	0.9831	0.9508	0.9649	0.925	0.9722
23919	Plus	55	77	70	36	51	55	53	74	65	55	77	70	0.891	0.857	0.843	0.916666667	0.941176471	0.909090909	0.9811	0.9595	0.9846	1	0.9231	0.9444
23920	Minus	74	62	65	59	47	43	70	57	60	74	62	65	0.946	0.952	0.954	0.949152542	0.936170213	0.906976744	1	0.9474	0.9667	1	0.9474	0.975
23936	Plus	56	77	70	44	59	57	52	75	67	56	77	70	0.804	0.818	0.786	0.886363636	0.779661017	0.912280702	1	0.9333	0.9851	1	0.8889	0.9787
23937	Minus	74	62	65	64	46	48	71	58	61	74	62	65	0.351	0.403	0.462	0.71875	0.739130435	0.833333333	0.9859	0.9655	0.9836	1	0.9167	0.92
23955	Plus	56	77	70	41	57	54	52	72	62	56	77	70	0.929	0.844	0.9	0.87804878	0.807017544	0.833333333	0.9423	0.9583	0.9677	1	1	1
23956	Minus	74	62	65	53	44	45	72	59	61	74	62	65	0.73	0.79	0.754	0.528301887	0.477272727	0.577777778	0.9722	0.9661	0.9672	1	1	0.95
24004	Plus	57	75	70	40	51	54	54	72	65	57	75	70	0.93	0.88	0.929	0.775	0.745098039	0.87037037	0.9259	0.9583	0.9846	1	0.9091	1
24005	Minus	72	61	63	57	49	43	67	57	58	72	61	63	0.625	0.623	0.571	0.894736842	0.979591837	0.976744186	0.9403	0.9474	1	0.9744	1	1
24116	Plus	56	76	67	40	52	47	53	67	66	56	76	67	0.857	0.803	0.836	0.725	0.788461538	0.680851064	0.9811	1	0.9545	0.96	1	1
24117	Minus	72	61	64	60	49	50	65	59	60	72	61	64	0.611	0.59	0.703	0.9	0.918367347	0.98	0.9692	0.9831	0.9667	1	1	1
24320	Plus	55	74	69	42	61	50	52	69	67	55	74	69	0.909	0.946	0.957	0.976190476	0.918032787	1	0.9808	0.971	1	0.975	0.9615	1
24321	Minus	74	60	65	49	46	40	63	59	63	74	60	65	0.865	0.883	0.938	0.857142857	0.869565217	0.875	1	1	0.9683	0.9636	0.9767	0.9535
24399	Plus	55	74	72	42	60	59	51	74	68	55	74	72	0.964	0.946	0.931	0.595238095	0.666666667	0.593220339	0.9804	0.9324	0.9559	1	1	1
24400	Minus	75	60	68	62	47	51	65	59	60	75	60	68	0.733	0.75	0.765	0.451612903	0.510638298	0.588235294	1	0.9831	1	0.75	0.4286	1
24444	Plus	52	73	72	40	51	57	49	70	67	52	73	72	0.692	0.863	0.75	0.7	0.764705882	0.666666667	0.9592	0.8429	0.9403	0.9333	0.8636	0.9286
24445	Minus	75	60	65	55	42	46	71	56	62	75	60	65	0.907	0.9	0.892	0.872727273	0.904761905	0.782608696	0.9437	0.9821	0.9839	0.9565	1	0.973
25219	Plus	55	74	74	35	47	59	55	68	71	55	74	74	0.8	0.838	0.851	0.485714286	0.680851064	0.661016949	0.9818	0.9706	0.9859	0.963	0.9737	1
25220	Minus	75	61	63	54	42	40	72	57	58	75	61	63	0.853	0.738	0.778	0.888888889	0.904761905	0.875	0.9444	0.9649	0.9828	1	1	0.9459
25274	Plus	55	74	74	28	42	48	51	71	68	55	74	74	0.964	0.973	0.905	0.928571429	0.928571429	0.854166667	0.9804	0.9296	0.9412	1	0.9783	0.9767
25275	Minus	73	64	62	54	47	45	67	56	60	73	64	62	0.986	0.969	0.968	0.925925926	0.957446809	0.933333333	1	0.9821	0.95	1	1	0.9756
25294	Plus	55	74	74	39	57	57	52	72	73	55	74	74	0.891	0.865	0.811	0.743589744	0.824561404	0.807017544	1	0.9444	0.9726	0.963	1	1
25295	Minus	73	64	61	58	52	42	67	60	59	73	64	61	0.781	0.766	0.787	0.844827586	0.807692308	0.738095238	0.9403	0.95	0.9492	0.9792	1	0.9756
25450	Plus	57	74	74	39	56	51	53	72	72	57	74	74	0.947	0.946	0.959	0.948717949	0.875	0.862745098	0.9811	0.9861	0.9861	1	1	1
25451	Minus	73	63	64	48	48	50	70	59	59	73	63	64	0.507	0.651	0.688	0.666666667	0.791666667	0.78	0.9571	0.9831	0.9831	1	0.9375	0.98
25579	Plus	57	73	73	44	59	65	54	71	71	57	73	73	0.684	0.699	0.822	0.795454545	0.745762712	0.753846154	0.9815	0.9859	1	1	0.8824	0.8462
25580	Minus	73	61	63	46	40	49	67	57	58	73	61	63	0.397	0.59	0.46	0.826086957	0.975	0.897959184	0.9851	0.9649	0.9828	1	1	1
26162	Plus	52	74	65	33	61	46	50	73	63	52	74	65	1	0.932	1	0.727272727	0.655737705	0.695652174	1	0.9863	1	0.8667	1	1
26163	Minus	69	62	62	53	45	43	64	60	61	69	62	62	0.957	0.903	0.935	0.849056604	0.866666667	0.76744186	0.9531	0.9333	0.918	1	1	1
26256	Plus	51	74	66	35	64	53	47	74	61	51	74	66	1	0.973	1	0.885714286	0.78125	0.698113208	0.9787	0.973	0.9836	1	0.975	1
26257	Minus	69	61	62	44	43	41	66	58	55	69	61	62	0.87	0.787	0.935	0.772727273	0.790697674	0.926829268	0.9545	0.9483	0.9818	1	0.8462	0.9655
26283	Plus	51	75	66	31	52	38	46	71	58	51	75	66	0.667	0.707	0.636	0.806451613	0.903846154	0.815789474	0.9565	0.9859	0.9483	1	1	1
26284	Minus	69	61	64	46	48	48	62	58	56	69	61	64	0.841	0.852	0.875	0.869565217	0.791666667	0.854166667	1	0.9655	0.9643	0.9773	0.9545	0.9574
26478	Plus	49	74	71	35	54	39	48	70	65	49	74	71	0.959	0.919	0.93	0.742857143	0.814814815	0.846153846	1	0.9714	0.9692	0.973	0.9434	0.9804
26479	Minus	69	63	61	42	44	39	64	59	57	69	63	61	0.928	0.937	0.984	0.738095238	0.772727273	0.846153846	0.9531	0.9831	0.9649	1	0.9773	1
26808	Plus	50	74	65	38	61	45	45	72	64	50	74	65	0.94	0.932	0.985	0.684210526	0.754098361	0.6	1	0.9583	0.9688	0.9231	0.6818	0.8667
26809	Minus	68	65	63	51	49	42	67	58	57	68	65	63	0.985	0.892	0.968	0.862745098	0.816326531	0.880952381	0.9552	0.9828	0.9298	0.9429	1	1
27734	Plus	52	70	67	42	55	53	47	71	60	52	70	67	0.519	0.486	0.672	0.595238095	0.6	0.641509434	0.9787	0.9155	0.95	1	0.9333	1
27735	Minus	55	63	62	34	47	44	54	61	57	55	63	62	0.964	0.952	0.968	0.941176471	0.85106383	0.954545455	0.963	0.9508	0.9474	1	1	1
27798	Plus	52	71	66	34	51	46	44	68	59	52	71	66	0.962	0.915	0.97	0.882352941	0.921568627	0.826086957	0.9773	0.9412	1	0.973	1	0.94
27799	Minus	56	64	61	41	51	52	50	60	53	56	64	61	1	1	0.984	0.756097561	0.784313725	0.865384615	0.98	1	1	0.9375	0.9375	0.9091
27993	Plus	52	73	64	32	37	33	50	73	58	52	73	64	0.712	0.644	0.688	0.65625	0.891891892	0.939393939	0.94	0.9178	0.9655	1	1	1
27994	Minus	56	62	59	34	44	43	51	59	54	56	62	59	0.964	0.935	0.898	0.558823529	0.704545455	0.744186047	0.9804	0.9661	0.9444	1	1	1
28149	Plus	52	72	64	39	57	52	45	65	58	52	72	64	0.885	0.917	0.891	0.871794872	0.877192982	0.923076923	0.8889	0.9538	0.9655	0.9091	0.9444	1
28150	Minus	55	64	59	37	53	44	52	58	56	55	64	59	1	0.938	0.983	0.945945946	0.981132075	0.931818182	0.9808	0.9655	0.9643	1	0.9714	1
28496	Plus	51	75	62	40	53	45	50	72	60	51	75	62	0.667	0.507	0.581	0.8	0.716981132	0.777777778	0.96	0.9306	0.9833	0.9667	0.9149	0.9744
28497	Minus	59	64	60	42	52	40	59	62	54	59	64	60	0.729	0.703	0.567	0.976190476	0.826923077	0.75	1	0.9516	0.963	1	1	1
28674	Plus	52	74	61	39	51	50	47	75	59	52	74	61	0.885	0.878	0.934	0.948717949	0.745098039	0.84	1	0.9867	0.9831	1	1	1
28675	Minus	58	64	57	44	53	39	54	59	52	58	64	57	0.897	0.922	0.912	0.75	0.811320755	0.871794872	0.9259	0.9492	0.9423	1	1	1
28905	Plus	50	73	61	38	48	43	48	68	57	50	73	61	0.94	0.89	0.918	0.815789474	0.8125	0.930232558	0.8958	0.8824	0.9298	1	1	1
28906	Minus	56	64	59	45	35	45	57	58	49	56	64	59	0.643	0.547	0.746	0.777777778	0.714285714	0.733333333	0.9825	0.9655	1	0.95	0.9583	1
28927	Plus	51	72	61	40	55	49	48	64	57	51	72	61	0.627	0.653	0.623	0.95	0.927272727	0.979591837	0.9792	0.9688	0.9649	1	1	0.9767
28928	Minus	56	64	58	45	55	50	56	58	49	56	64	58	0.911	0.859	0.828	0.644444444	0.672727273	0.7	0.9464	0.9828	0.9388	0.6667	1	0.9
29070	Plus	50	73	62	36	60	51	49	69	54	50	73	62	0.76	0.63	0.726	0.972222222	0.916666667	0.882352941	0.9796	0.9565	0.963	1	1	1
29071	Minus	59	64	60	38	44	38	59	59	56	59	64	60	0.881	0.906	0.967	0.921052632	0.909090909	0.921052632	0.9831	0.9831	0.9464	1	1	1
29120	Plus	50	73	61	40	57	49	48	73	51	50	73	61	0.94	0.753	0.82	0.975	0.912280702	0.93877551	0.9792	0.9315	0.9608	0.9697	1	1
29121	Minus	61	65	60	35	41	35	53	58	58	61	65	60	0.836	0.908	0.9	0.8	0.926829268	0.914285714	0.9245	0.931	0.8793	1	0.9697	1
29179	Plus	50	73	59	32	59	41	40	54	53	50	73	59	0.56	0.685	0.576	0.59375	0.694915254	0.609756098	0.65	0.7222	0.7547	1	0.9565	1
29180	Minus	62	66	60	51	53	50	53	59	57	62	66	60	0.758	0.818	0.8	0.803921569	0.886792453	0.86	0.8868	0.8305	0.9298	0.9697	1	1
29445	Plus	50	73	56	38	52	43	41	55	40	50	73	56	0.88	0.904	0.929	0.710526316	0.596153846	0.465116279	0.8049	0.8182	0.85	0.9444	1	0.913
29446	Minus	62	65	67	43	49	48	57	63	64	62	65	67	0.806	0.877	0.896	0.860465116	0.959183673	0.854166667	0.8772	0.8889	0.875	1	1	1
29784	Plus	55	67	60	37	53	48	49	63	59	55	67	60	0.509	0.478	0.567	0.567567568	0.58490566	0.791666667	0.9592	0.9206	0.9831	1	0.9231	0.9583
29785	Minus	59	70	71	49	57	60	59	68	70	59	70	71	0.831	0.857	0.803	0.836734694	0.877192982	0.95	0.9831	0.9853	0.9857	1	1	1
30120	Plus	56	66	61	43	51	50	53	62	56	56	66	61	0.839	0.712	0.852	0.813953488	0.607843137	0.64	0.9623	1	1	0.9048	0.9375	0.8824
30121	Minus	59	69	76	39	54	48	56	61	72	59	69	76	0.881	0.884	0.868	0.846153846	0.833333333	0.916666667	0.9286	0.918	0.9306	0.9714	1	0.9636
30569	Plus	58	62	60	36	45	41	57	62	54	58	62	60	0.914	0.871	0.867	0.972222222	0.866666667	0.87804878	0.9825	0.9677	0.9815	1	1	1
30570	Minus	59	65	79	46	46	57	58	61	66	59	65	79	0.932	0.892	0.873	0.782608696	0.847826087	0.877192982	0.9828	0.9344	0.9848	1	1	0.9839
31406	Plus	57	60	62	46	42	43	55	58	59	57	60	62	0.333	0.267	0.339	0.804347826	0.666666667	0.76744186	1	0.9828	1	0.9333	0.7778	0.9583
31407	Minus	66	68	75	54	54	61	61	63	70	66	68	75	0.727	0.779	0.787	0.592592593	0.537037037	0.655737705	0.9836	1	1	1	0.92	0.963
31447	Plus	56	60	61	45	47	49	56	59	58	56	60	61	0.696	0.717	0.689	0.844444444	0.872340426	0.857142857	0.9821	0.9661	1	0.9333	0.9048	1
31448	Minus	66	69	75	45	43	52	60	61	73	66	69	75	0.955	0.957	0.96	0.8	0.88372093	0.923076923	0.9833	1	0.9726	0.96	0.963	0.9394
32117	Plus	55	60	59	43	46	47	53	57	54	55	60	59	0.855	0.783	0.898	0.860465116	0.760869565	0.808510638	0.8868	0.9649	0.963	1	0.9375	0.9429
32118	Minus	60	72	81	47	41	58	59	67	75	60	72	81	0.883	0.917	0.901	0.936170213	0.902439024	0.931034483	1	0.9851	0.96	0.8824	0.931	0.96
34030	Plus	59	57	63	45	48	53	52	58	59	59	57	63	0.797	0.912	0.81	0.955555556	0.9375	0.924528302	0.9231	0.9655	0.9153	1	1	1
34031	Minus	60	57	69	47	45	56	60	54	65	60	57	69	0.9	0.807	0.855	0.574468085	0.711111111	0.785714286	0.9667	0.9815	1	1	1	1
34077	Plus	61	58	67	49	49	51	53	56	61	61	58	67	0.77	0.638	0.776	0.673469388	0.571428571	0.607843137	0.9623	0.9643	0.9344	1	0.9167	0.7143
34078	Minus	62	58	67	51	42	52	59	55	67	62	58	67	0.855	0.845	0.896	0.823529412	0.833333333	0.865384615	0.9153	0.9818	0.9254	1	1	1
34387	Plus	64	63	68	48	50	50	53	56	62	64	63	68	0.547	0.635	0.544	0.8125	0.82	0.8	0.8679	0.9107	0.871	0.9091	1	0.9062
34388	Minus	62	62	68	51	44	57	56	56	59	62	62	68	0.29	0.194	0.265	0.705882353	0.681818182	0.701754386	0.8571	0.875	0.8475	0.9444	0.8571	0.88
34483	Plus	64	66	71	56	52	59	56	58	63	64	66	71	0.375	0.47	0.465	0.803571429	0.788461538	0.762711864	0.875	0.8966	0.9048	1	1	1
34484	Minus	65	63	71	58	47	57	58	60	61	65	63	71	0.646	0.683	0.704	0.706896552	0.85106383	0.736842105	0.9655	0.9667	0.9672	0.9615	1	1
34780	Plus	67	70	68	37	44	42	60	59	64	67	70	68	0.836	0.843	0.897	0.972972973	1	0.976190476	0.85	0.8983	0.9688	0.9773	1	1
34781	Minus	68	65	70	42	41	48	67	61	67	68	65	70	0.838	0.708	0.786	0.571428571	0.585365854	0.708333333	0.9403	0.9672	0.9851	0.9744	1	1
34889	Plus	67	68	67	26	34	30	60	65	64	67	68	67	0.91	0.941	0.97	0.884615385	0.911764706	0.9	0.9833	0.9538	0.9844	0.9143	0.9714	0.9545
34890	Minus	66	63	71	46	35	49	66	58	61	66	63	71	0.485	0.587	0.521	0.913043478	0.885714286	0.93877551	0.9394	0.9828	0.9344	0.9	0.9667	0.9412
35118	Plus	62	67	68	44	48	49	58	67	59	62	67	68	0.935	0.91	0.838	0.977272727	0.979166667	0.897959184	0.9655	0.9851	0.9492	1	1	1
35119	Minus	65	65	69	48	47	57	66	60	64	65	65	69	0.831	0.923	0.942	0.770833333	0.829787234	0.842105263	0.9545	0.95	1	0.9348	0.8837	0.9592
35220	Plus	60	67	68	50	52	56	57	67	63	60	67	68	0.933	0.97	0.971	0.7	0.846153846	0.892857143	1	0.9552	0.9841	0.9688	0.9412	0.9167
35221	Minus	65	65	66	55	51	63	65	57	63	65	65	66	0.723	0.815	0.682	0.381818182	0.235294118	0.333333333	0.9846	0.9298	0.9524	1	1	1
35398	Plus	58	65	72	44	48	58	56	64	72	58	65	72	0.845	0.846	0.875	0.659090909	0.770833333	0.844827586	0.9821	0.9375	1	0.9286	0.9667	0.973
35399	Minus	66	64	67	45	47	46	65	61	65	66	64	67	0.894	0.875	0.896	0.911111111	0.85106383	0.913043478	0.9846	0.9508	0.9846	1	0.9796	1
35534	Plus	59	62	74	41	43	53	49	56	62	59	62	74	0.186	0.177	0.203	0.804878049	0.790697674	0.716981132	0.898	0.9286	0.9355	0.9545	0.96	0.9412
35535	Minus	66	63	68	42	43	44	65	59	63	66	63	68	0.485	0.603	0.5	0.714285714	0.720930233	0.727272727	0.9231	0.9492	0.9206	0.9333	1	0.975
35717	Plus	61	64	73	46	42	58	58	59	64	61	64	73	0.869	0.75	0.836	0.826086957	0.80952381	0.827586207	0.9828	0.9661	0.9844	1	0.9655	0.9783
35718	Minus	67	63	71	46	30	43	63	58	66	67	63	71	0.552	0.651	0.535	0.891304348	0.9	0.953488372	0.9524	0.931	0.8788	1	1	1
36031	Plus	56	64	71	48	52	55	52	62	69	56	64	71	0.982	0.953	0.972	0.708333333	0.519230769	0.672727273	0.9615	0.9194	1	0.85	0.9444	0.9412
36032	Minus	64	61	70	50	46	60	62	61	66	64	61	70	0.922	0.984	0.957	0.88	0.913043478	0.85	0.9839	0.9508	0.9697	0.9189	1	0.9574
36106	Plus	54	63	70	47	45	61	49	57	62	54	63	70	0.907	0.873	0.9	0.787234043	0.777777778	0.704918033	0.9388	0.9298	0.9839	0.9167	0.9474	0.9524
36107	Minus	64	62	67	57	46	63	61	55	63	64	62	67	0.875	0.871	0.925	0.50877193	0.413043478	0.492063492	0.8689	0.9091	0.9841	0.875	0.9	0.8235
36129	Plus	54	63	67	44	51	60	50	56	60	54	63	67	0.519	0.397	0.537	0.613636364	0.450980392	0.616666667	0.92	0.8571	0.9167	1	0.9	0.9375
36130	Minus	64	62	67	47	50	54	57	49	61	64	62	67	0.656	0.677	0.552	0.680851064	0.56	0.444444444	0.8421	0.9796	0.9344	1	1	0.9444
36319	Plus	56	67	65	43	52	47	48	59	53	56	67	65	0.875	0.866	0.8	0.720930233	0.826923077	0.829787234	0.7708	0.7288	0.6604	0.9091	0.8696	0.913
36320	Minus	65	62	70	48	51	57	56	54	59	65	62	70	0.754	0.871	0.843	0.770833333	0.784313725	0.824561404	0.6607	0.7963	0.6949	0.9545	0.9677	1
36329	Plus	56	68	66	39	44	53	52	61	52	56	68	66	0.982	1	1	0.871794872	0.977272727	0.811320755	0.8269	0.8197	0.9231	1	1	1
36330	Minus	65	62	69	55	52	62	57	58	59	65	62	69	0.723	0.726	0.58	0.854545455	1	0.903225806	0.7193	0.7586	0.7627	1	1	0.9767
36571	Plus	57	66	68	45	50	54	53	65	61	57	66	68	0.912	0.985	0.956	0.755555556	0.86	0.759259259	0.9434	0.9846	1	1	0.95	1
36572	Minus	64	62	65	53	52	52	64	55	60	64	62	65	0.828	0.806	0.769	0.566037736	0.557692308	0.596153846	0.9219	0.9818	0.9333	0.9565	1	0.9231
36728	Plus	57	66	68	30	44	41	49	62	65	57	66	68	0.807	0.818	0.838	0.833333333	0.840909091	0.829268293	0.9184	0.9194	0.9692	1	1	1
36729	Minus	66	66	66	50	43	55	62	61	59	66	66	66	0.879	0.894	0.955	0.98	0.930232558	0.909090909	0.9355	0.9344	0.9492	0.9783	1	1
36757	Plus	56	66	68	33	47	48	53	68	67	56	66	68	0.911	0.894	0.868	0.727272727	0.70212766	0.708333333	0.9811	0.9706	0.9851	1	0.9688	0.9231
36758	Minus	65	66	66	46	44	40	64	60	59	65	66	66	0.892	0.833	0.864	0.739130435	0.75	0.725	0.9531	0.8333	0.8644	0.973	0.973	1
36767	Plus	56	66	68	42	53	58	51	63	65	56	66	68	0.929	0.894	0.956	0.880952381	0.754716981	0.655172414	0.9608	1	0.9538	1	1	1
36768	Minus	65	66	67	55	50	60	63	61	59	65	66	67	0.938	0.879	0.866	0.945454545	0.96	0.933333333	0.9524	0.9344	0.9492	1	1	1
36832	Plus	55	66	67	35	54	52	54	66	65	55	66	67	0.873	0.864	0.866	0.885714286	0.851851852	0.884615385	0.9444	1	0.9692	1	0.9167	0.9524
36833	Minus	64	64	65	45	48	43	64	63	59	64	64	65	0.984	0.969	0.969	0.688888889	0.604166667	0.697674419	0.9219	1	0.9661	1	0.9697	0.9583
36970	Plus	56	67	68	41	52	50	53	64	67	56	67	68	0.857	0.896	0.971	0.902439024	0.903846154	0.92	1	1	1	1	1	1
36971	Minus	64	65	66	50	50	52	63	61	60	64	65	66	0.812	0.862	0.848	0.52	0.66	0.653846154	0.9683	0.9836	0.9667	1	1	1
37007	Plus	55	68	70	43	50	60	51	64	65	55	68	70	0.836	0.882	0.857	0.837209302	0.78	0.733333333	1	0.9531	0.9538	0.9231	0.9048	0.7222
37008	Minus	64	65	65	47	51	44	66	63	61	64	65	65	0.859	0.938	0.908	0.744680851	0.764705882	0.795454545	0.9697	0.9841	0.9508	1	1	1
37514	Plus	51	75	74	40	50	54	51	73	73	51	75	74	1	0.947	0.959	0.975	1	0.907407407	1	0.9589	0.9863	1	0.9811	1
37515	Minus	63	65	64	51	51	56	62	63	60	63	65	64	0.905	0.892	0.891	0.803921569	0.843137255	0.821428571	0.9677	1	0.9833	1	0.9756	1
37780	Plus	53	76	72	39	54	54	48	71	68	53	76	72	0.906	0.842	0.806	0.897435897	0.907407407	0.888888889	0.9792	0.9577	0.9559	1	1	0.9592
37781	Minus	62	65	67	45	39	46	57	58	61	62	65	67	0.952	0.908	0.866	0.866666667	0.794871795	0.695652174	1	0.9828	1	1	0.9655	1
38426	Plus	57	73	72	45	53	62	55	70	67	57	73	72	0.789	0.658	0.736	0.822222222	0.849056604	0.903225806	1	0.9857	1	1	1	0.9737
38427	Minus	62	59	65	29	32	29	53	54	56	62	59	65	0.403	0.424	0.431	0.896551724	0.8125	0.793103448	0.7736	0.9259	0.8214	1	1	0.9744
38988	Plus	59	74	66	29	38	40	55	70	63	59	74	66	0.949	0.973	0.97	0.862068966	0.763157895	0.85	0.9273	0.9714	0.9841	0.9804	1	1
38989	Minus	58	58	67	47	41	53	55	54	64	58	58	67	0.897	0.862	0.94	0.85106383	0.804878049	0.886792453	0.9818	1	0.9688	1	0.9	0.9677
39110	Plus	58	72	67	42	54	54	58	67	60	58	72	67	0.759	0.639	0.657	0.80952381	0.851851852	0.851851852	1	0.9851	0.95	1	1	1
39111	Minus	56	58	68	43	43	59	51	55	61	56	58	68	0.929	0.879	0.779	0.511627907	0.604651163	0.576271186	1	1	0.9836	1	1	0.9375
39284	Plus	57	71	63	36	51	38	56	68	60	57	71	63	0.982	0.915	0.937	0.861111111	0.901960784	0.842105263	0.9821	0.9853	0.8833	0.9773	0.9811	0.9318
39285	Minus	53	57	63	42	45	48	50	53	53	53	57	63	0.868	0.877	0.762	0.857142857	0.777777778	0.895833333	0.98	0.9811	0.9811	0.9667	0.9655	1
39300	Plus	57	71	63	45	56	50	56	67	60	57	71	63	0.877	0.831	0.841	0.933333333	0.928571429	0.94	0.9286	0.9701	0.95	1	0.9767	1
39301	Minus	53	56	63	44	42	51	51	55	56	53	56	63	0.887	0.821	0.73	0.863636364	0.80952381	0.843137255	1	0.9455	1	1	1	0.9677
